#,stock,link,market,ISIN,profile,detailspresent,withinstudy,covidstudy,industry,subindustry,2019accounts,2021accounts,UsedForENG,YahooFinanceURL,checkvs2021yahoo
143,Deutsche Boerse,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/DE0005810055.html?lang=it,Global Equity Market,DE0005810055,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=DE0005810055&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/DB1.DE?p=DB1.DE&.tsrc=fin-srch,
144,Deutsche Lufthansa,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/DE0008232125.html?lang=it,Global Equity Market,DE0008232125,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=DE0008232125&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/LHA.DE?p=LHA.DE&.tsrc=fin-srch,
145,Deutsche Post,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/DE0005552004.html?lang=it,Global Equity Market,DE0005552004,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=DE0005552004&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/DHL.DE?p=DHL.DE&.tsrc=fin-srch,
146,Deutsche Telekom,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/DE0005557508.html?lang=it,Global Equity Market,DE0005557508,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=DE0005557508&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/DTE.DE?p=DTE.DE&.tsrc=fin-srch,
147,Dhh,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005203622.html?lang=it,Euronext Growth Milan,IT0005203622,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005203622&lang=it,Y,,Y,na,na,EN,EN,Y,https://finance.yahoo.com/quote/DHH.MI?p=DHH.MI&.tsrc=fin-srch,included
148,Diasorin,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003492391.html?lang=it,Euronext Milan,IT0003492391,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003492391&lang=it,Y,,Y,Assistenza sanitaria,Assistenza sanitaria,EN,EN,Y,https://finance.yahoo.com/quote/DIA.MI?p=DIA.MI&.tsrc=fin-srch,included
149,Digital Bros,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0001469995.html?lang=it,Euronext STAR Milan,IT0001469995,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0001469995&lang=it,Y,,N,Beni voluttuari,Servizi e prodotti di consumo,,,,https://finance.yahoo.com/quote/DIB.MI?p=DIB.MI&.tsrc=fin-srch,
150,Digital Magics,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0004900160.html?lang=it,Euronext Growth Milan,IT0004900160,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004900160&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/DM.MI?p=DM.MI&.tsrc=fin-srch,
151,Digital Value,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005347429.html?lang=it,Euronext Milan,IT0005347429,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005347429&lang=it,Y,,Y,Tecnologia,Tecnologia,IT,IT,,https://finance.yahoo.com/quote/DGV.MI?p=DGV.MI&.tsrc=fin-srch,
152,Digital360,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005254252.html?lang=it,Euronext Growth Milan,IT0005254252,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005254252&lang=it,Y,,Y,na,na,EN,IT,,na,
153,Digitouch,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005089476.html?lang=it,Euronext Growth Milan,IT0005089476,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005089476&lang=it,Y,,N,na,na,,,,https://finance.yahoo.com/quote/DGT.MI?p=DGT.MI&.tsrc=fin-srch,
154,Directa Sim,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0001463063.html?lang=it,Euronext Growth Milan,IT0001463063,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0001463063&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/D.MI?p=D.MI&.tsrc=fin-srch,
155,Dotstay,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005523839.html?lang=it,Euronext Growth Milan - Segmento Professionale,IT0005523839,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005523839&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,na,
156,Dovalue,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0001044996.html?lang=it,Euronext STAR Milan,IT0001044996,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0001044996&lang=it,Y,NotCoveringPeriod,outofscope,Finanza,Servizi Finanziari,,,,https://finance.yahoo.com/quote/DOV.MI?p=DOV.MI&.tsrc=fin-srch,
157,Doxee,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005394413.html?lang=it,Euronext Growth Milan,IT0005394413,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005394413&lang=it,Y,,Y,na,na,EN,EN,Y,https://finance.yahoo.com/quote/DOX.MI?p=DOX.MI&.tsrc=fin-srch,excluded
158,E-Novia,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005391229.html?lang=it,Euronext Growth Milan - Segmento Professionale,IT0005391229,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005391229&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/Z11.F/financials?p=Z11.F,
159,E.On,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/DE000ENAG999.html?lang=it,Global Equity Market,DE000ENAG999,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=DE000ENAG999&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/EOAN.DE?p=EOAN.DE&.tsrc=fin-srch,
160,Ecomembrane,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005543332.html?lang=it,Euronext Growth Milan,IT0005543332,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005543332&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/ECMB.MI?p=ECMB.MI&.tsrc=fin-srch,
161,Ecosuntek,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005001943.html?lang=it,Euronext Growth Milan,IT0005001943,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005001943&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/ECK.MI?p=ECK.MI&.tsrc=fin-srch,
162,Ediliziacrobatica,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005351504.html?lang=it,Euronext Growth Milan,IT0005351504,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005351504&lang=it,Y,,N,na,na,,,,https://finance.yahoo.com/quote/EDAC.MI?p=EDAC.MI&.tsrc=fin-srch,
163,Edison R,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003372205.html?lang=it,Euronext Milan,IT0003372205,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003372205&lang=it,Y,,Y,na,na,EN,EN,Y,https://finance.yahoo.com/quote/EDNR.MI?p=EDNR.MI&.tsrc=fin-srch,included
164,Eems,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0001498234.html?lang=it,Euronext Milan,IT0001498234,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0001498234&lang=it,Y,,Y,Tecnologia,Tecnologia,IT,IT,,https://finance.yahoo.com/quote/EEMS.MI?p=EEMS.MI&.tsrc=fin-srch,
165,El.En.,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005453250.html?lang=it,Euronext STAR Milan,IT0005453250,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005453250&lang=it,Y,,N,Assistenza sanitaria,Assistenza sanitaria,,,,https://finance.yahoo.com/quote/ELN.MI?p=ELN.MI&.tsrc=fin-srch,
166,Eles,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005373417.html?lang=it,Euronext Growth Milan,IT0005373417,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005373417&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/ELES.MI?p=ELES.MI&.tsrc=fin-srch,
167,Elica,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003404214.html?lang=it,Euronext STAR Milan,IT0003404214,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003404214&lang=it,Y,,Y,Beni voluttuari,Servizi e prodotti di consumo,EN,EN,Y,https://finance.yahoo.com/quote/ELC.MI?p=ELC.MI&.tsrc=fin-srch,included
168,Emak,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0001237053.html?lang=it,Euronext STAR Milan,IT0001237053,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0001237053&lang=it,Y,,Y,Beni voluttuari,Servizi e prodotti di consumo,EN,EN,Y,https://finance.yahoo.com/quote/EM.MI?p=EM.MI&.tsrc=fin-srch,included
169,Enav,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005176406.html?lang=it,Euronext Milan,IT0005176406,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005176406&lang=it,Y,,Y,Industria,Beni e servizi industriali,EN,EN,Y,https://finance.yahoo.com/quote/ENAV.MI?p=ENAV.MI&.tsrc=fin-srch,included
170,Enel,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003128367.html?lang=it,Euronext Milan,IT0003128367,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003128367&lang=it,Y,,Y,Utenze,Utenze,EN,EN,Y,https://finance.yahoo.com/quote/ENEL.MI?p=ENEL.MI&.tsrc=fin-srch,excluded
171,Energy,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005500712.html?lang=it,Euronext Growth Milan,IT0005500712,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005500712&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/ENY.MI?p=ENY.MI&.tsrc=fin-srch,
172,Enertronica Santerno,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0004887409.html?lang=it,Euronext Growth Milan,IT0004887409,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004887409&lang=it,Y,,Y,na,na,IT,IT,,na,
173,Enervit,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0004356751.html?lang=it,Euronext Milan,IT0004356751,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004356751&lang=it,Y,MissingReports,outofscope,Beni di prima necessità,"Cibo, bevande e tabacco",,,,https://finance.yahoo.com/quote/ENV.MI?p=ENV.MI&.tsrc=fin-srch,
174,Engie,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/FR0010208488.html?lang=it,Global Equity Market,FR0010208488,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=FR0010208488&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/ENGI.PA?p=ENGI.PA&.tsrc=fin-srch,
175,Eni,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003132476.html?lang=it,Euronext Milan,IT0003132476,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003132476&lang=it,Y,,Y,Energia,Energia,EN,EN,Y,https://finance.yahoo.com/quote/ENI.MI?p=ENI.MI&.tsrc=fin-srch,included
176,Eprcomunicazione,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005519837.html?lang=it,Euronext Growth Milan,IT0005519837,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005519837&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/EPRB.MI?p=EPRB.MI&.tsrc=fin-srch,
177,Eprice,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005084717.html?lang=it,Euronext Milan,IT0005084717,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005084717&lang=it,Y,,N,Beni voluttuari,Servizi e prodotti di consumo,,,,na,
178,Equita Group,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005312027.html?lang=it,Euronext STAR Milan,IT0005312027,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005312027&lang=it,Y,,Y,Finanza,Servizi Finanziari,EN,EN,Y,https://finance.yahoo.com/quote/EQUI.MI?p=EQUI.MI&.tsrc=fin-srch,excluded
179,Erg,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0001157020.html?lang=it,Euronext Milan,IT0001157020,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0001157020&lang=it,Y,,Y,Utenze,Utenze,EN,EN,Y,https://finance.yahoo.com/quote/ERG.MI?p=ERG.MI&.tsrc=fin-srch,included
180,Erredue,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005521247.html?lang=it,Euronext Growth Milan,IT0005521247,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005521247&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/RDUE.MI?p=RDUE.MI&.tsrc=fin-srch,
181,Esautomotion,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005337107.html?lang=it,Euronext Growth Milan,IT0005337107,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005337107&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/ESAU.MI?p=ESAU.MI&.tsrc=fin-srch,
182,Esi,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005421885.html?lang=it,Euronext Growth Milan,IT0005421885,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005421885&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/ESIGM.MI?p=ESIGM.MI&.tsrc=fin-srch,
183,Esprinet,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003850929.html?lang=it,Euronext STAR Milan,IT0003850929,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003850929&lang=it,Y,,Y,Tecnologia,Tecnologia,EN,EN,Y,https://finance.yahoo.com/quote/PRT.MI?p=PRT.MI&.tsrc=fin-srch,included
184,Essilorluxottica,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/FR0000121667.html?lang=it,Global Equity Market,FR0000121667,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=FR0000121667&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/EL.PA?p=EL.PA&.tsrc=fin-srch,
185,Estrima,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005468191.html?lang=it,Euronext Growth Milan,IT0005468191,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005468191&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/BIRO.MI?p=BIRO.MI&.tsrc=fin-srch,
186,Eukedos,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0004818297.html?lang=it,Euronext Milan,IT0004818297,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004818297&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/EUK.MI?p=EUK.MI&.tsrc=fin-srch,
187,Eurocommercial Properties,https://www.borsaitaliana.it/borsa/azioni/scheda/NL0015000K93.html?lang=it,Euronext Milan,NL0015000K93,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=NL0015000K93&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/ECMPA.AS?p=ECMPA.AS&.tsrc=fin-srch,
188,Eurogroup Laminations,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005527616.html?lang=it,Euronext Milan,IT0005527616,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005527616&lang=it,Y,,N,Industria,Beni e servizi industriali,,,,https://finance.yahoo.com/quote/EGLA.MI?p=EGLA.MI&.tsrc=fin-srch,
189,Eurotech,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003895668.html?lang=it,Euronext STAR Milan,IT0003895668,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003895668&lang=it,Y,,Y,Tecnologia,Tecnologia,EN,EN,Y,https://finance.yahoo.com/quote/ETH.MI?p=ETH.MI&.tsrc=fin-srch,included
190,Eviso,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005430936.html?lang=it,Euronext Growth Milan,IT0005430936,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005430936&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/EVISO.MI?p=EVISO.MI&.tsrc=fin-srch,
191,Evonik Industries,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/DE000EVNK013.html?lang=it,Global Equity Market,DE000EVNK013,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=DE000EVNK013&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/EVK.DE?p=EVK.DE&.tsrc=fin-srch,
192,Expert.Ai,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0004496029.html?lang=it,Euronext Growth Milan,IT0004496029,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004496029&lang=it,Y,,Y,na,na,EN,EN,Y,https://finance.yahoo.com/quote/EXAI.MI?p=EXAI.MI&.tsrc=fin-srch,excluded
193,Exprivia,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0001477402.html?lang=it,Euronext Milan,IT0001477402,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0001477402&lang=it,Y,,Y,Tecnologia,Tecnologia,EN,EN,Y,https://finance.yahoo.com/quote/XPR.MI?p=XPR.MI&.tsrc=fin-srch,included
194,Fae Technology,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005500688.html?lang=it,Euronext Growth Milan,IT0005500688,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005500688&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/FAE.MI?p=FAE.MI&.tsrc=fin-srch,
195,Farmacosmo,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005487670.html?lang=it,Euronext Growth Milan,IT0005487670,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005487670&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/COSMO.MI?p=COSMO.MI&.tsrc=fin-srch,
196,Fenix Entertainment,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005403495.html?lang=it,Euronext Growth Milan,IT0005403495,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005403495&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/FNX.MI?p=FNX.MI&.tsrc=fin-srch,
197,Ferrari,https://www.borsaitaliana.it/borsa/azioni/scheda/NL0011585146.html?lang=it,Euronext Milan,NL0011585146,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=NL0011585146&lang=it,Y,,outofscope,Beni voluttuari,Automobili e parti di ricambio,,,,https://finance.yahoo.com/quote/RACE.MI?p=RACE.MI&.tsrc=fin-srch,
198,Ferretti,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005383291.html?lang=it,Euronext Milan,IT0005383291,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005383291&lang=it,Y,MissingReports,outofscope,Beni voluttuari,Servizi e prodotti di consumo,,,,https://finance.yahoo.com/quote/9638.HK?p=9638.HK&.tsrc=fin-srch,
199,Fervi,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005325912.html?lang=it,Euronext Growth Milan,IT0005325912,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005325912&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/FVI.MI?p=FVI.MI&.tsrc=fin-srch,
